front,rooms,lounges,bathrooms,streetWidth,stairs,propertyAge,driverRoom,tent,patio,kitchen,outdoorRoom,garage,duplex,space,apartments,maidRoom,elevator,furnihsed,pool,basement,neighbourhood,location,price,square price
W,4,1,5,15,Yes,18,Yes,No,Yes,Yes,Yes,Yes,No,375,0,Yes,No,No,Yes,No,قرطبة,East of Riyadh,2600000.0,6933.333333333333
S,4,2,4,15,No,3,Yes,No,Yes,Yes,Yes,Yes,No,505,0,Yes,Yes,No,Yes,No,الياسمين,North of Riyadh,4500000.0,8910.89108910891
E,3,1,3,20,No,0,No,No,Yes,Yes,No,Yes,No,300,0,No,No,No,No,No,عكاظ,South of Riyadh,660000.0,2200.0
W,5,2,5,25,No,0,No,No,Yes,Yes,Yes,Yes,Yes,250,0,Yes,No,No,No,No,الدار البيضاء,South of Riyadh,860000.0,3440.0
NW,5,2,5,21,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,No,403,2,Yes,No,No,No,No,الرمال,East of Riyadh,1850000.0,4590.570719602978
N,4,4,4,20,No,0,Yes,No,No,Yes,Yes,Yes,No,312,0,Yes,Yes,No,No,No,العارض,North of Riyadh,3200000.0,10256.410256410256
S,5,2,5,20,No,0,No,Yes,Yes,Yes,No,Yes,No,420,0,No,No,No,No,No,عكاظ,South of Riyadh,1150000.0,2738.095238095238
N,3,1,4,18,Yes,0,No,No,Yes,Yes,No,Yes,No,300,2,Yes,No,No,No,No,الشرق,East of Riyadh,1350000.0,4500.0
E,5,3,5,20,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,300,0,Yes,No,No,Yes,No,عكاظ,South of Riyadh,1000000.0,3333.333333333333
N,4,2,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,225,0,Yes,No,Yes,No,No,بدر,South of Riyadh,900000.0,4000.0
W,7,2,5,10,No,33,No,Yes,Yes,No,No,Yes,No,437,0,No,No,No,No,No,المصيف,North of Riyadh,1600000.0,3661.327231121281
E,1,2,5,15,No,6,No,No,No,Yes,No,No,No,375,0,No,No,No,No,No,الياسمين,North of Riyadh,2850000.0,7600.0
S,5,3,5,20,Yes,0,No,Yes,No,Yes,No,Yes,No,240,1,No,No,No,No,No,الدار البيضاء,South of Riyadh,1150000.0,4791.666666666667
W,5,3,5,15,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,280,0,No,No,No,Yes,No,عكاظ,South of Riyadh,1020000.0,3642.857142857143
W,5,2,5,20,Yes,0,Yes,No,Yes,Yes,Yes,Yes,No,300,0,Yes,Yes,No,Yes,No,العارض,North of Riyadh,3000000.0,10000.0
E,7,2,5,10,Yes,0,Yes,No,Yes,Yes,Yes,Yes,No,437,2,Yes,No,No,No,No,النهضة,East of Riyadh,2600000.0,5949.656750572082
S,4,2,4,20,Yes,0,No,No,No,Yes,No,No,No,364,0,Yes,Yes,No,No,No,العارض,North of Riyadh,3000000.0,8241.758241758242
N,7,3,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,275,0,Yes,No,No,No,No,المهدية,West of Riyadh,1600000.0,5818.181818181818
N,7,2,5,15,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,270,1,Yes,No,No,No,No,الجنادرية,East of Riyadh,1400000.0,5185.185185185185
N,4,2,5,18,No,0,No,No,Yes,Yes,Yes,Yes,No,288,1,Yes,No,No,No,No,الندوة,East of Riyadh,1200000.0,4166.666666666667
S,3,1,5,25,No,0,No,Yes,Yes,Yes,No,Yes,No,364,0,No,No,Yes,No,No,بدر,South of Riyadh,1050000.0,2884.6153846153848
N,4,1,2,5,Yes,0,No,No,No,Yes,No,No,Yes,275,0,No,Yes,No,No,No,طويق,West of Riyadh,740000.0,2690.909090909091
N,5,3,5,20,No,0,No,Yes,No,Yes,Yes,Yes,Yes,220,0,Yes,No,No,No,No,الحزم,West of Riyadh,1000000.0,4545.454545454545
E,4,2,4,15,Yes,8,Yes,No,Yes,Yes,No,Yes,No,375,1,No,No,No,No,No,الرمال,East of Riyadh,1800000.0,4800.0
S,6,2,2,20,Yes,0,No,Yes,Yes,Yes,No,Yes,No,344,0,Yes,No,No,No,No,بدر,South of Riyadh,1000000.0,2906.9767441860463
N,4,3,5,15,Yes,0,Yes,No,Yes,Yes,No,Yes,No,330,0,Yes,Yes,No,Yes,No,الياسمين,North of Riyadh,3700000.0,11212.121212121212
W,4,2,3,20,No,0,Yes,No,No,Yes,Yes,Yes,No,265,0,No,No,Yes,No,No,اشبيلية,East of Riyadh,2250000.0,8490.566037735849
NW,3,1,5,18,Yes,0,No,No,Yes,Yes,No,Yes,No,312,2,Yes,No,No,No,No,الرمال,East of Riyadh,1560000.0,5000.0
S,5,1,4,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,200,0,No,No,No,No,No,عكاظ,South of Riyadh,900000.0,4500.0
S,7,2,5,16,Yes,25,Yes,Yes,Yes,Yes,Yes,Yes,No,800,0,Yes,No,No,No,No,الخليج,East of Riyadh,1850000.0,2312.5
S,5,3,5,15,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,200,0,Yes,No,No,No,No,طويق,West of Riyadh,1000000.0,5000.0
N,4,3,5,15,Yes,0,Yes,No,Yes,Yes,Yes,Yes,No,375,0,Yes,No,No,No,No,النرجس,North of Riyadh,3300000.0,8800.0
W,6,3,5,18,Yes,0,No,Yes,Yes,No,Yes,Yes,No,300,1,No,No,No,No,No,مطار الملك خالد الدولي,East of Riyadh,1300000.0,4333.333333333333
E,5,4,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,300,0,Yes,No,No,No,No,بدر,South of Riyadh,1050000.0,3500.0
E,5,1,5,15,No,0,No,Yes,Yes,Yes,Yes,Yes,No,390,2,No,No,No,No,No,طويق,West of Riyadh,1650000.0,4230.769230769231
E,5,2,3,20,No,0,No,Yes,Yes,Yes,No,Yes,No,200,0,No,No,No,No,No,العريجاء الوسطى,West of Riyadh,1050000.0,5250.0
N,4,3,5,20,No,0,No,No,Yes,Yes,Yes,Yes,Yes,300,0,Yes,No,No,No,No,طويق,West of Riyadh,1200000.0,4000.0
N,5,3,5,18,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,295,0,Yes,No,No,No,No,بدر,South of Riyadh,1250000.0,4237.28813559322
W,4,1,4,20,Yes,0,No,No,Yes,Yes,Yes,Yes,No,253,1,No,No,No,No,No,الرمال,East of Riyadh,1300000.0,5138.339920948617
E,5,3,5,15,Yes,0,No,No,Yes,Yes,Yes,Yes,No,240,1,Yes,Yes,No,No,No,المونسية,East of Riyadh,1750000.0,7291.666666666667
N,4,5,5,18,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,542,1,Yes,No,No,No,No,بدر,South of Riyadh,1550000.0,2859.778597785978
S,5,2,5,20,Yes,0,Yes,No,Yes,Yes,Yes,Yes,No,301,1,Yes,Yes,No,No,No,المونسية,East of Riyadh,2249000.0,7471.760797342193
S,5,1,4,20,Yes,0,No,No,No,Yes,Yes,Yes,No,312,1,Yes,No,No,No,No,النهضة,East of Riyadh,2250000.0,7211.538461538462
W,4,2,5,25,Yes,0,No,No,Yes,Yes,Yes,Yes,No,341,1,Yes,No,No,No,No,طويق,West of Riyadh,1350000.0,3958.944281524927
E,5,1,5,15,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,300,0,Yes,No,No,No,No,طويق,West of Riyadh,1200000.0,4000.0
W,4,1,4,15,No,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,330,0,Yes,Yes,No,No,No,العارض,North of Riyadh,2500000.0,7575.757575757576
NW,5,2,5,25,Yes,2,Yes,No,Yes,Yes,Yes,Yes,Yes,600,0,Yes,Yes,No,Yes,Yes,الرمال,East of Riyadh,2800000.0,4666.666666666667
SW,5,2,5,15,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,250,1,Yes,No,No,No,No,طويق,West of Riyadh,1280000.0,5120.0
W,4,3,5,15,No,12,Yes,No,No,Yes,No,Yes,No,600,3,Yes,No,No,No,No,اليرموك,East of Riyadh,2700000.0,4500.0
N,5,3,5,15,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,300,0,Yes,No,Yes,No,No,عكاظ,South of Riyadh,870000.0,2900.0
E,7,3,5,18,Yes,0,No,No,Yes,Yes,Yes,Yes,No,302,1,Yes,Yes,No,No,No,الرمال,East of Riyadh,1700000.0,5629.139072847682
E,7,2,5,5,Yes,0,No,Yes,No,Yes,No,Yes,Yes,225,0,No,No,No,No,No,بدر,South of Riyadh,830000.0,3688.8888888888887
N,4,2,3,15,Yes,6,No,No,No,Yes,No,No,No,250,0,Yes,No,No,No,No,العارض,North of Riyadh,2200000.0,8800.0
N,3,1,2,15,Yes,7,Yes,No,Yes,Yes,No,Yes,No,400,2,Yes,No,No,No,No,اشبيلية,East of Riyadh,2500000.0,6250.0
S,4,3,2,25,Yes,0,No,Yes,Yes,Yes,No,Yes,No,300,0,Yes,No,No,No,No,الحزم,West of Riyadh,1650000.0,5500.0
S,4,2,4,20,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,No,420,3,Yes,Yes,Yes,Yes,Yes,النرجس,North of Riyadh,4200000.0,10000.0
NE,4,4,4,25,Yes,0,No,No,No,Yes,Yes,Yes,No,318,1,Yes,No,No,No,No,الحزم,West of Riyadh,1450000.0,4559.748427672956
W,7,2,5,20,Yes,12,No,No,Yes,Yes,No,Yes,Yes,312,0,Yes,No,Yes,No,No,اليرموك,East of Riyadh,1600000.0,5128.205128205128
SW,1,2,5,15,Yes,6,Yes,No,Yes,Yes,Yes,Yes,No,430,2,Yes,No,No,No,No,اشبيلية,East of Riyadh,2900000.0,6744.186046511628
S,4,2,4,15,No,0,No,No,Yes,Yes,Yes,Yes,No,375,0,No,No,No,No,No,النظيم,East of Riyadh,950000.0,2533.333333333333
NW,5,2,5,50,No,35,No,Yes,Yes,Yes,No,Yes,No,468,2,No,No,No,No,No,الندوة,East of Riyadh,1500000.0,3205.128205128205
NE,7,7,5,20,Yes,10,Yes,Yes,Yes,Yes,Yes,Yes,No,1000,3,Yes,No,No,No,No,الريان,East of Riyadh,4500000.0,4500.0
E,4,2,5,20,Yes,0,No,No,Yes,Yes,Yes,Yes,No,300,1,No,No,No,No,No,الحزم,West of Riyadh,1400000.0,4666.666666666667
E,4,2,2,15,Yes,0,Yes,No,Yes,Yes,No,No,No,250,0,No,Yes,No,No,No,العارض,North of Riyadh,2400000.0,9600.0
SW,5,3,5,15,Yes,4,Yes,No,Yes,Yes,No,Yes,No,312,0,No,No,No,No,No,الصحافة,North of Riyadh,2850000.0,9134.615384615385
N,4,2,4,20,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,300,0,No,No,No,No,No,عكاظ,South of Riyadh,980000.0,3266.6666666666665
S,4,1,4,20,Yes,0,Yes,No,No,Yes,No,Yes,Yes,250,0,Yes,No,No,No,No,العارض,North of Riyadh,2200000.0,8800.0
E,5,3,5,25,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,350,0,Yes,No,No,Yes,No,عكاظ,South of Riyadh,1120000.0,3200.0
S,4,1,4,15,Yes,0,No,Yes,Yes,Yes,No,Yes,Yes,300,1,No,No,No,No,No,طويق,West of Riyadh,1300000.0,4333.333333333333
N,5,3,5,15,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,300,0,No,No,No,Yes,Yes,طويق,West of Riyadh,1250000.0,4166.666666666667
N,5,1,5,20,No,0,No,Yes,Yes,Yes,No,Yes,No,300,0,Yes,No,Yes,No,No,طويق,West of Riyadh,1150000.0,3833.3333333333335
N,3,2,3,15,No,0,No,No,No,Yes,No,No,No,625,1,No,No,No,No,No,غرناطة,East of Riyadh,3000000.0,4800.0
E,5,3,4,10,No,4,No,No,Yes,Yes,Yes,Yes,No,313,3,No,No,No,No,No,النسيم الغربي,East of Riyadh,1400000.0,4472.843450479233
NW,5,5,5,14,Yes,0,Yes,No,Yes,Yes,Yes,Yes,No,390,2,Yes,Yes,No,No,No,النهضة,East of Riyadh,2000000.0,5128.205128205128
NW,3,1,5,20,No,0,No,No,No,Yes,Yes,Yes,No,357,0,Yes,Yes,No,No,No,العارض,North of Riyadh,2700000.0,7563.0252100840335
E,5,3,5,20,No,0,No,Yes,Yes,Yes,Yes,Yes,No,300,0,Yes,No,No,No,No,الرمال,East of Riyadh,1850000.0,6166.666666666667
E,5,3,4,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,390,1,Yes,No,No,No,No,العزيزية,South of Riyadh,1350000.0,3461.538461538461
W,4,1,4,18,Yes,0,No,No,Yes,Yes,Yes,Yes,No,300,0,No,No,No,No,No,الرمال,East of Riyadh,1600000.0,5333.333333333333
S,5,2,5,10,Yes,0,No,No,Yes,Yes,No,Yes,No,260,1,Yes,No,No,No,No,النهضة,East of Riyadh,1650000.0,6346.153846153846
E,7,2,5,20,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,No,315,1,Yes,No,No,No,No,طويق,West of Riyadh,1350000.0,4285.714285714285
N,5,3,5,30,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,455,1,Yes,Yes,Yes,Yes,No,طويق,West of Riyadh,1750000.0,3846.153846153846
N,3,3,4,20,No,0,Yes,No,Yes,Yes,Yes,Yes,No,300,2,Yes,No,No,No,No,النهضة,East of Riyadh,1950000.0,6500.0
E,4,2,5,18,Yes,0,No,No,No,Yes,Yes,Yes,No,288,1,Yes,No,No,No,No,المونسية,East of Riyadh,2300000.0,7986.111111111111
E,4,2,4,20,Yes,4,Yes,No,No,Yes,Yes,Yes,No,360,2,Yes,No,No,No,No,الرمال,East of Riyadh,1500000.0,4166.666666666667
N,3,1,4,20,No,0,No,Yes,No,Yes,No,Yes,No,480,0,No,No,No,No,No,طويق,West of Riyadh,1300000.0,2708.333333333333
NW,4,3,5,12,Yes,33,No,No,No,Yes,Yes,Yes,No,750,0,No,No,No,No,No,الملك فهد,North of Riyadh,3500000.0,4666.666666666667
S,4,3,5,18,Yes,0,Yes,No,Yes,Yes,Yes,Yes,No,362,0,Yes,Yes,No,No,No,الملقا,North of Riyadh,4400000.0,12154.696132596686
N,4,2,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,250,0,Yes,No,No,No,No,بدر,South of Riyadh,920000.0,3680.0
N,4,2,3,18,No,0,Yes,No,Yes,Yes,Yes,Yes,Yes,300,0,Yes,No,No,No,No,الرمال,East of Riyadh,1500000.0,5000.0
N,5,2,5,17,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,400,2,Yes,No,No,No,No,الرمال,East of Riyadh,1700000.0,4250.0
E,3,1,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,300,2,Yes,No,No,No,No,الرمال,East of Riyadh,1600000.0,5333.333333333333
S,5,3,5,20,Yes,0,No,No,Yes,Yes,No,Yes,No,200,0,Yes,Yes,No,No,No,المهدية,West of Riyadh,1600000.0,8000.0
NE,5,2,5,23,Yes,0,No,No,No,Yes,No,No,Yes,328,0,No,No,No,No,No,عكاظ,South of Riyadh,1090000.0,3323.170731707317
N,3,1,2,43,No,6,No,No,No,Yes,No,No,No,300,11,No,No,No,No,No,النهضة,East of Riyadh,1950000.0,6500.0
E,4,3,5,16,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,341,1,Yes,No,No,No,No,طويق,West of Riyadh,1300000.0,3812.316715542522
E,4,4,4,24,No,0,Yes,Yes,Yes,Yes,Yes,Yes,No,400,0,Yes,Yes,Yes,No,No,النرجس,North of Riyadh,4700000.0,11750.0
E,5,2,5,15,Yes,0,No,Yes,Yes,Yes,No,No,Yes,240,0,Yes,No,No,No,No,طيبة,South of Riyadh,840000.0,3500.0
W,5,3,5,10,Yes,0,No,No,Yes,Yes,No,Yes,Yes,250,0,Yes,No,No,No,No,السويدي,West of Riyadh,1100000.0,4400.0
E,5,3,5,10,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,No,270,1,Yes,No,No,No,No,النهضة,East of Riyadh,1650000.0,6111.111111111111
E,7,2,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,300,0,Yes,No,No,Yes,No,طويق,West of Riyadh,1170000.0,3900.0
S,5,1,5,20,Yes,0,Yes,No,Yes,Yes,No,Yes,No,440,2,Yes,Yes,No,No,No,العارض,North of Riyadh,3700000.0,8409.09090909091
E,4,2,5,15,No,0,No,No,No,Yes,No,Yes,Yes,208,0,No,No,No,No,No,طيبة,South of Riyadh,780000.0,3750.0
W,5,3,5,20,Yes,0,No,Yes,Yes,Yes,No,Yes,Yes,200,0,Yes,No,No,No,No,طويق,West of Riyadh,1050000.0,5250.0
W,4,4,5,20,No,0,No,Yes,Yes,Yes,Yes,Yes,No,548,3,Yes,No,No,No,No,المهدية,West of Riyadh,4000000.0,7299.270072992701
W,4,4,5,20,Yes,11,No,No,Yes,Yes,No,Yes,No,400,0,Yes,No,No,Yes,No,العقيق,North of Riyadh,2800000.0,7000.0
W,4,2,3,15,No,0,No,Yes,Yes,Yes,Yes,Yes,No,375,0,No,No,Yes,No,No,طويق,West of Riyadh,1100000.0,2933.333333333333
E,4,2,3,10,No,0,No,Yes,No,Yes,No,No,No,287,30,Yes,No,Yes,No,No,الريان,East of Riyadh,1400000.0,4878.048780487805
E,4,2,5,20,No,0,No,Yes,Yes,Yes,No,Yes,Yes,300,0,No,No,No,No,No,عكاظ,South of Riyadh,1150000.0,3833.3333333333335
S,5,2,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,300,1,Yes,No,Yes,No,Yes,طويق,West of Riyadh,1230000.0,4100.0
S,4,3,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,240,0,Yes,No,No,No,No,طويق,West of Riyadh,1100000.0,4583.333333333333
SE,4,3,4,20,Yes,2,Yes,No,Yes,Yes,Yes,Yes,No,400,2,Yes,No,No,No,No,العارض,North of Riyadh,3350000.0,8375.0
W,7,4,5,25,Yes,2,No,No,Yes,Yes,Yes,Yes,Yes,217,2,Yes,No,No,No,No,الشرق,East of Riyadh,1100000.0,5069.124423963133
S,5,1,5,20,No,4,Yes,No,Yes,Yes,Yes,Yes,No,410,3,Yes,No,No,No,No,النهضة,East of Riyadh,2200000.0,5365.8536585365855
W,5,3,5,20,Yes,0,No,No,Yes,Yes,Yes,Yes,No,228,1,Yes,No,No,No,No,الرمال,East of Riyadh,1450000.0,6359.649122807017
E,4,2,4,30,No,4,No,No,No,No,No,No,No,420,0,No,No,No,No,No,ظهرة لبن,West of Riyadh,1200000.0,2857.1428571428573
S,5,3,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,300,0,Yes,No,No,No,No,عكاظ,South of Riyadh,1050000.0,3500.0
SW,7,1,3,20,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,No,500,4,Yes,No,No,No,No,الزهرة,West of Riyadh,1200000.0,2400.0
E,4,5,5,30,No,0,No,Yes,Yes,Yes,No,Yes,Yes,350,0,Yes,No,No,No,No,عكاظ,South of Riyadh,1130000.0,3228.5714285714284
W,5,2,5,20,No,0,No,No,No,Yes,No,No,Yes,239,0,No,No,No,No,No,العزيزية,South of Riyadh,650000.0,2719.665271966527
E,5,3,5,20,Yes,0,No,No,Yes,Yes,No,Yes,Yes,300,0,Yes,No,No,No,No,عكاظ,South of Riyadh,960000.0,3200.0
SW,4,2,4,15,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,270,1,Yes,No,Yes,No,No,طويق,West of Riyadh,1325000.0,4907.407407407408
W,6,4,5,18,Yes,0,No,No,Yes,No,Yes,Yes,No,390,1,Yes,Yes,No,No,No,المونسية,East of Riyadh,3100000.0,7948.717948717948
N,6,3,5,15,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,312,1,Yes,Yes,No,No,No,النرجس,North of Riyadh,3000000.0,9615.384615384615
W,4,3,5,15,Yes,0,No,No,No,Yes,Yes,Yes,No,312,0,Yes,Yes,No,No,No,النرجس,North of Riyadh,3450000.0,11057.692307692309
S,4,3,5,21,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,300,0,Yes,No,No,No,No,عكاظ,South of Riyadh,1100000.0,3666.6666666666665
N,5,1,5,19,No,0,No,Yes,Yes,Yes,Yes,Yes,No,300,0,No,No,No,No,No,طويق,West of Riyadh,900000.0,3000.0
W,4,3,5,15,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,No,350,1,Yes,Yes,No,No,No,الياسمين,North of Riyadh,3200000.0,9142.857142857143
S,4,3,5,20,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,300,0,No,No,No,No,No,عكاظ,South of Riyadh,1100000.0,3666.6666666666665
E,4,2,3,14,Yes,0,No,No,No,Yes,No,No,No,240,1,Yes,Yes,No,No,No,المونسية,East of Riyadh,1750000.0,7291.666666666667
E,7,4,5,15,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,No,290,0,Yes,Yes,No,No,No,المونسية,East of Riyadh,2600000.0,8965.51724137931
S,4,1,4,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,288,2,Yes,No,No,No,No,المونسية,East of Riyadh,2100000.0,7291.666666666667
N,5,2,5,17,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,250,0,Yes,No,No,No,No,طويق,West of Riyadh,1170000.0,4680.0
N,5,2,5,17,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,270,0,Yes,No,No,No,No,المهدية,West of Riyadh,1600000.0,5925.925925925926
S,5,3,5,20,No,4,No,No,Yes,Yes,No,Yes,No,370,2,No,No,No,No,No,طويق,West of Riyadh,1600000.0,4324.324324324324
Three Street,3,2,5,31,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,375,1,Yes,No,No,No,No,ظهرة نمار,West of Riyadh,1350000.0,3600.0
N,5,2,5,15,No,0,No,Yes,No,Yes,No,Yes,Yes,200,0,Yes,No,No,No,No,طويق,West of Riyadh,1100000.0,5500.0
N,5,3,4,15,No,0,No,No,No,Yes,Yes,Yes,No,312,1,Yes,Yes,No,No,No,المونسية,East of Riyadh,2200000.0,7051.282051282052
W,4,4,5,15,Yes,30,No,No,Yes,Yes,Yes,No,No,500,2,No,No,No,No,No,الخليج,East of Riyadh,1750000.0,3500.0
NE,4,2,5,20,Yes,0,No,No,Yes,Yes,Yes,Yes,No,300,0,No,No,No,No,No,عكاظ,South of Riyadh,1250000.0,4166.666666666667
S,5,1,4,15,No,5,No,No,Yes,Yes,No,Yes,No,450,0,No,No,No,No,No,طويق,West of Riyadh,1220000.0,2711.1111111111118
S,4,3,5,20,No,0,No,No,No,Yes,No,Yes,Yes,200,0,Yes,No,No,No,No,المهدية,West of Riyadh,1550000.0,7750.0
W,7,2,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,300,0,Yes,No,No,No,No,عكاظ,South of Riyadh,1050000.0,3500.0
S,5,2,5,19,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,240,0,Yes,No,No,No,No,طويق,West of Riyadh,1050000.0,4375.0
E,5,2,5,20,No,0,No,Yes,Yes,Yes,No,Yes,No,360,0,No,No,No,No,No,عكاظ,South of Riyadh,980000.0,2722.222222222222
S,4,2,3,15,Yes,0,Yes,No,No,Yes,Yes,Yes,Yes,286,0,Yes,Yes,No,No,No,النرجس,North of Riyadh,2500000.0,8741.258741258742
W,4,1,3,20,Yes,0,No,No,No,Yes,No,Yes,No,276,1,Yes,No,No,No,No,العارض,North of Riyadh,2400000.0,8695.652173913044
E,5,3,5,20,Yes,0,No,Yes,Yes,Yes,No,Yes,No,420,1,Yes,No,Yes,No,No,بدر,South of Riyadh,1250000.0,2976.190476190476
E,4,1,3,15,No,0,No,Yes,Yes,Yes,Yes,Yes,No,230,0,Yes,No,No,No,Yes,بدر,South of Riyadh,900000.0,3913.0434782608695
N,5,3,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,250,1,Yes,No,No,No,No,طيبة,South of Riyadh,1000000.0,4000.0
E,5,3,5,25,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,300,0,Yes,No,No,No,No,عكاظ,South of Riyadh,1050000.0,3500.0
W,3,1,5,15,No,0,No,Yes,Yes,Yes,Yes,Yes,No,350,0,No,No,No,No,No,بدر,South of Riyadh,880000.0,2514.285714285714
S,5,2,5,15,Yes,3,Yes,No,Yes,Yes,Yes,Yes,No,450,0,Yes,Yes,No,Yes,Yes,النرجس,North of Riyadh,3000000.0,6666.666666666667
N,5,2,4,20,No,0,No,Yes,Yes,Yes,Yes,Yes,No,450,0,Yes,No,No,No,No,ظهرة لبن,West of Riyadh,1550000.0,3444.4444444444443
E,3,2,2,18,No,0,Yes,No,No,Yes,Yes,Yes,Yes,250,0,Yes,No,No,No,No,الرمال,East of Riyadh,1100000.0,4400.0
S,2,1,2,24,No,0,No,No,No,Yes,No,No,No,300,0,No,No,No,No,No,النرجس,North of Riyadh,3000000.0,10000.0
W,5,3,5,25,Yes,0,No,No,Yes,Yes,Yes,Yes,No,292,0,Yes,No,No,No,No,طيبة,South of Riyadh,900000.0,3082.1917808219177
W,5,1,5,20,No,0,Yes,No,No,No,Yes,Yes,Yes,300,0,Yes,Yes,No,No,No,العارض,North of Riyadh,2700000.0,9000.0
E,5,2,5,12,Yes,13,No,Yes,Yes,Yes,Yes,Yes,No,550,0,Yes,Yes,No,No,No,المروة,South of Riyadh,1600000.0,2909.090909090909
N,4,2,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,200,0,Yes,No,No,No,No,طويق,West of Riyadh,1100000.0,5500.0
S,7,3,5,30,Yes,20,Yes,Yes,Yes,Yes,Yes,Yes,No,675,0,Yes,No,No,No,No,الازدهار,East of Riyadh,4000000.0,5925.925925925926
S,4,2,4,16,Yes,0,Yes,No,No,No,Yes,No,No,590,2,Yes,Yes,No,Yes,No,المونسية,East of Riyadh,4200000.0,7118.64406779661
W,4,2,5,20,No,0,No,Yes,Yes,Yes,No,Yes,Yes,300,0,No,No,No,No,No,طويق,West of Riyadh,1130000.0,3766.6666666666665
N,7,2,5,20,Yes,0,No,Yes,Yes,Yes,No,Yes,No,252,0,Yes,No,No,No,No,عكاظ,South of Riyadh,1000000.0,3968.253968253968
S,5,3,3,15,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,250,0,Yes,No,No,No,No,طويق,West of Riyadh,1070000.0,4280.0
E,3,2,5,20,No,0,No,Yes,No,Yes,No,Yes,No,300,0,Yes,No,No,No,No,بدر,South of Riyadh,680000.0,2266.6666666666665
N,4,2,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,450,2,Yes,No,No,No,No,ظهرة نمار,West of Riyadh,2000000.0,4444.444444444444
N,5,3,5,20,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,300,0,No,No,No,No,No,ديراب,West of Riyadh,1200000.0,4000.0
N,6,2,5,18,Yes,0,Yes,No,Yes,Yes,No,Yes,No,390,1,Yes,Yes,No,No,No,المونسية,East of Riyadh,2900000.0,7435.897435897436
S,4,3,3,20,No,0,No,No,No,Yes,No,Yes,Yes,200,0,Yes,No,No,No,No,طويق,West of Riyadh,980000.0,4900.0
N,5,1,5,20,Yes,0,No,Yes,Yes,Yes,No,Yes,No,240,0,No,No,No,No,No,الدار البيضاء,South of Riyadh,900000.0,3750.0
E,5,2,5,21,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,250,0,Yes,No,No,No,No,طويق,West of Riyadh,1100000.0,4400.0
S,4,2,4,20,No,0,Yes,Yes,No,Yes,No,Yes,No,420,2,Yes,No,No,No,No,بدر,South of Riyadh,1400000.0,3333.333333333333
